                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    119,                0.76965,                0.52157,                 0.9116,                 0.7882,                0.74543,                0.75953,                0.46532,                 1.1724,                0.93553,                 1.0318,             0.00055504,             0.00055504,             0.00055504
                    120,                0.78246,                0.51447,                0.91281,                0.73993,                0.75234,                0.75142,                0.46907,                 1.1882,                0.92233,                 1.0273,             0.00055204,             0.00055204,             0.00055204
                    121,                0.76077,                0.50809,                0.91299,                0.69357,                0.74833,                0.73106,                0.46103,                 1.1775,                0.94898,                 1.0233,             0.00054904,             0.00054904,             0.00054904
                    122,                0.75264,                 0.5144,                0.90781,                0.72736,                 0.7186,                0.71842,                0.46385,                 1.1733,                0.91682,                 1.0351,             0.00054604,             0.00054604,             0.00054604
                    123,                 0.7272,                0.50366,                0.90831,                0.63297,                0.78329,                0.68673,                0.44426,                 1.2017,                0.88949,                 1.0479,             0.00054304,             0.00054304,             0.00054304
                    124,                0.73981,                0.50363,                0.90688,                0.71194,                0.75286,                0.73255,                0.47038,                 1.1519,                0.85792,                 1.0424,             0.00054004,             0.00054004,             0.00054004
                    125,                0.72783,                0.49787,                0.90825,                0.76892,                0.65629,                0.71766,                0.47079,                  1.166,                0.85431,                 1.0384,             0.00053704,             0.00053704,             0.00053704
                    126,                0.74147,                0.49344,                 0.9092,                0.73244,                0.70078,                0.71632,                0.47375,                 1.1775,                0.86901,                 1.0363,             0.00053404,             0.00053404,             0.00053404
                    127,                0.77243,                0.50353,                0.90593,                0.79854,                0.69653,                0.73821,                0.46363,                   1.15,                0.85999,                 1.0237,             0.00053104,             0.00053104,             0.00053104
                    128,                0.74636,                0.49909,                0.90236,                0.70503,                0.68089,                0.68698,                0.44903,                 1.1382,                0.96104,                 1.0142,             0.00052804,             0.00052804,             0.00052804
                    129,                0.72082,                0.49099,                 0.8978,                0.70696,                0.73077,                0.71648,                0.46301,                 1.1666,                0.89247,                 1.0314,             0.00052504,             0.00052504,             0.00052504
                    130,                 0.7522,                0.50106,                0.91358,                0.76906,                0.74763,                0.73943,                 0.4676,                  1.159,                0.85389,                 1.0353,             0.00052204,             0.00052204,             0.00052204
                    131,                0.74796,                0.50514,                0.90074,                0.78284,                0.71737,                0.75376,                0.47527,                 1.1939,                0.88743,                 1.0738,             0.00051904,             0.00051904,             0.00051904
                    132,                0.71613,                0.49802,                0.91226,                 0.7489,                 0.6604,                0.68971,                0.45552,                 1.1379,                0.85144,                 1.0343,             0.00051604,             0.00051604,             0.00051604
                    133,                0.74656,                0.50051,                0.90756,                0.71108,                0.70559,                0.69284,                0.42935,                 1.1666,                0.86815,                 1.0435,             0.00051304,             0.00051304,             0.00051304
                    134,                 0.7453,                0.49483,                0.89918,                 0.7761,                0.66383,                0.70943,                0.43986,                 1.1802,                0.92184,                 1.0453,             0.00051004,             0.00051004,             0.00051004
                    135,                0.73244,                0.49978,                0.90655,                0.72061,                0.78644,                0.72036,                 0.4524,                 1.1745,                0.86839,                 1.0292,             0.00050704,             0.00050704,             0.00050704
                    136,                0.72017,                0.49597,                0.90501,                0.66208,                0.75452,                0.71434,                0.47335,                 1.1505,                0.94365,                 1.0179,             0.00050404,             0.00050404,             0.00050404
                    137,                0.72308,                0.50166,                 0.9016,                0.72614,                0.72916,                0.75338,                0.49067,                 1.1506,                0.89172,                 1.0347,             0.00050104,             0.00050104,             0.00050104
                    138,                0.73127,                0.48806,                 0.9064,                0.75199,                0.74044,                0.71103,                0.45194,                 1.1645,                0.90804,                 1.0386,             0.00049804,             0.00049804,             0.00049804
                    139,                0.75086,                0.49362,                0.90927,                0.79064,                0.67874,                0.74538,                0.44748,                  1.151,                0.83613,                 1.0311,             0.00049504,             0.00049504,             0.00049504
                    140,                0.74646,                0.48621,                0.90129,                0.77149,                0.73467,                0.77346,                0.46716,                 1.1319,                0.86871,                 1.0118,             0.00049204,             0.00049204,             0.00049204
                    141,                 0.7127,                0.47919,                0.90379,                0.78758,                0.72523,                0.75149,                0.47351,                 1.1329,                0.88929,                 1.0174,             0.00048904,             0.00048904,             0.00048904
                    142,                0.72617,                0.48753,                0.90317,                0.67394,                0.72277,                0.69998,                0.43454,                 1.1882,                0.94391,                 1.0314,             0.00048604,             0.00048604,             0.00048604
                    143,                0.71701,                0.48628,                0.89913,                0.70933,                0.59775,                0.66825,                0.43153,                 1.1762,                0.93179,                 1.0286,             0.00048304,             0.00048304,             0.00048304
                    144,                0.71153,                0.48336,                0.89333,                0.71495,                0.70221,                  0.701,                0.42526,                  1.196,                 0.9956,                 1.0416,             0.00048004,             0.00048004,             0.00048004
                    145,                0.71132,                0.47842,                0.90407,                0.68963,                0.67886,                0.68833,                0.42822,                 1.2122,                0.95173,                 1.0574,             0.00047704,             0.00047704,             0.00047704
                    146,                0.68811,                0.47215,                0.89838,                0.67053,                0.78793,                0.73708,                0.46538,                 1.1787,                0.89868,                 1.0496,             0.00047404,             0.00047404,             0.00047404
                    147,                0.69213,                0.46828,                0.89513,                0.78607,                0.65413,                0.68842,                0.42327,                 1.1894,                0.96646,                  1.039,             0.00047104,             0.00047104,             0.00047104
                    148,                0.68989,                 0.4647,                0.90384,                0.79573,                0.64524,                0.71119,                0.45712,                 1.1532,                0.94799,                 1.0272,             0.00046804,             0.00046804,             0.00046804
                    149,                0.72192,                 0.4705,                0.89424,                0.71829,                0.64729,                0.71689,                0.46797,                 1.1527,                0.93135,                 1.0255,             0.00046504,             0.00046504,             0.00046504
                    150,                0.69303,                0.46429,                0.90048,                0.73165,                0.70377,                0.72576,                0.48017,                 1.1292,                0.88612,                 1.0076,             0.00046204,             0.00046204,             0.00046204
                    151,                 0.7117,                 0.4753,                0.89913,                0.71822,                0.69915,                0.71358,                0.44328,                 1.1566,                0.93218,                  1.035,             0.00045904,             0.00045904,             0.00045904
                    152,                0.72876,                0.48597,                0.89849,                0.72134,                0.61103,                0.67513,                0.43121,                 1.2076,                0.98369,                  1.051,             0.00045605,             0.00045605,             0.00045605
                    153,                0.73774,                0.48729,                0.90516,                0.76091,                0.68206,                0.71687,                 0.4718,                 1.1738,                0.87162,                 1.0579,             0.00045305,             0.00045305,             0.00045305
                    154,                0.70106,                0.46444,                0.89341,                0.59499,                0.74148,                0.66912,                0.44093,                 1.1607,                0.90999,                 1.0448,             0.00045005,             0.00045005,             0.00045005
                    155,                   0.69,                0.45314,                0.89092,                0.61203,                0.71158,                0.64796,                0.43631,                 1.1659,                0.94422,                 1.0298,             0.00044705,             0.00044705,             0.00044705
                    156,                0.68216,                 0.4621,                0.89296,                0.72998,                0.68859,                0.69884,                0.46391,                 1.1725,                0.92986,                 1.0444,             0.00044405,             0.00044405,             0.00044405
                    157,                 0.6987,                0.46986,                0.90153,                0.56546,                0.70608,                0.69827,                0.45347,                 1.1622,                0.94021,                 1.0434,             0.00044105,             0.00044105,             0.00044105
                    158,                0.69815,                0.47017,                0.89046,                 0.6898,                0.72205,                0.68821,                0.44696,                 1.1544,                0.94158,                 1.0256,             0.00043805,             0.00043805,             0.00043805
                    159,                0.73121,                0.48038,                0.88785,                 0.6543,                0.74106,                0.69325,                0.45664,                 1.1437,                0.90822,                 1.0223,             0.00043505,             0.00043505,             0.00043505
                    160,                0.69215,                0.46447,                0.89208,                0.76441,                 0.7048,                0.70729,                0.45464,                  1.168,                0.89357,                 1.0357,             0.00043205,             0.00043205,             0.00043205
                    161,                0.68199,                0.45584,                0.89641,                0.63145,                0.76366,                0.70979,                0.45436,                 1.1642,                0.85911,                 1.0253,             0.00042905,             0.00042905,             0.00042905
                    162,                0.71491,                0.47617,                0.88838,                0.75394,                0.69307,                0.70849,                0.44926,                 1.1625,                0.91885,                 1.0284,             0.00042605,             0.00042605,             0.00042605
                    163,                0.67692,                0.45469,                0.88556,                0.72449,                0.67964,                0.70403,                0.45446,                 1.1452,                0.87635,                 1.0199,             0.00042305,             0.00042305,             0.00042305
                    164,                0.69122,                0.44604,                0.88946,                0.76328,                0.66768,                0.70921,                0.46208,                 1.1533,                0.90772,                 1.0237,             0.00042005,             0.00042005,             0.00042005
                    165,                0.69279,                0.46099,                0.88758,                0.67384,                0.72766,                0.71239,                0.46686,                 1.1576,                0.92511,                  1.027,             0.00041705,             0.00041705,             0.00041705
                    166,                0.69992,                 0.4593,                0.89073,                 0.8028,                0.71695,                0.76431,                0.48468,                 1.2104,                0.86788,                 1.0693,             0.00041405,             0.00041405,             0.00041405
                    167,                0.66969,                0.45426,                0.88651,                0.74917,                0.70802,                0.73497,                0.48145,                 1.1557,                0.84648,                 1.0482,             0.00041105,             0.00041105,             0.00041105
                    168,                0.68165,                0.45036,                0.88948,                 0.7698,                0.67545,                0.71612,                0.47169,                  1.154,                 0.9193,                 1.0368,             0.00040805,             0.00040805,             0.00040805
                    169,                0.67111,                0.45693,                0.88564,                0.73947,                0.66893,                0.68952,                0.45629,                   1.19,                0.95969,                 1.0623,             0.00040505,             0.00040505,             0.00040505
                    170,                0.68346,                0.45802,                0.88536,                0.65573,                0.61608,                0.61692,                0.41857,                 1.2044,                0.98135,                 1.0796,             0.00040205,             0.00040205,             0.00040205
                    171,                 0.6633,                0.44305,                0.88586,                0.80064,                 0.6947,                0.71892,                0.44725,                 1.1664,                0.91771,                 1.0546,             0.00039905,             0.00039905,             0.00039905
                    172,                0.67003,                0.44734,                0.88316,                0.77175,                0.67939,                0.68842,                0.44637,                 1.1832,                0.96605,                 1.0917,             0.00039605,             0.00039605,             0.00039605
                    173,                0.66738,                0.44182,                0.88247,                0.72512,                 0.6387,                0.68925,                0.43686,                 1.1884,                0.93576,                 1.1003,             0.00039305,             0.00039305,             0.00039305
                    174,                0.68802,                0.45552,                0.89293,                0.79214,                0.70276,                0.73912,                0.46983,                 1.2009,                0.93214,                  1.102,             0.00039005,             0.00039005,             0.00039005
                    175,                0.66757,                0.44291,                0.88986,                0.73304,                 0.6701,                0.71479,                0.47805,                 1.1765,                0.93488,                 1.0741,             0.00038705,             0.00038705,             0.00038705
                    176,                0.66718,                0.44348,                0.88129,                0.70955,                0.72145,                0.73812,                0.45161,                 1.1784,                0.92187,                 1.0802,             0.00038405,             0.00038405,             0.00038405
                    177,                0.64542,                0.42901,                0.88196,                0.73999,                0.67408,                0.71822,                0.45912,                 1.1651,                0.91196,                 1.0639,             0.00038105,             0.00038105,             0.00038105
                    178,                0.63809,                0.42434,                0.87776,                0.69852,                0.70017,                0.70348,                0.45024,                 1.1372,                0.92752,                 1.0354,             0.00037805,             0.00037805,             0.00037805
                    179,                0.64959,                0.43129,                0.88122,                0.69144,                0.69326,                  0.698,                0.44567,                 1.1464,                0.91917,                 1.0548,             0.00037505,             0.00037505,             0.00037505
                    180,                0.63349,                0.42112,                0.88446,                0.69206,                0.72985,                0.71893,                0.46628,                  1.187,                0.89608,                 1.0743,             0.00037205,             0.00037205,             0.00037205
                    181,                0.63813,                 0.4224,                0.88538,                0.68928,                0.69035,                0.70485,                0.46615,                  1.172,                0.89742,                  1.072,             0.00036905,             0.00036905,             0.00036905
                    182,                0.66072,                0.42949,                0.88076,                0.77587,                0.65102,                0.70061,                0.45951,                 1.1817,                0.96299,                 1.0589,             0.00036605,             0.00036605,             0.00036605
                    183,                0.64542,                0.43169,                0.88486,                0.79914,                 0.6793,                0.71208,                0.45428,                 1.1895,                0.95058,                 1.0751,             0.00036305,             0.00036305,             0.00036305
                    184,                0.67178,                0.43853,                0.88098,                0.76183,                0.66605,                0.71558,                0.46427,                 1.1833,                0.87607,                  1.081,             0.00036005,             0.00036005,             0.00036005
                    185,                0.63089,                0.42304,                 0.8826,                0.75829,                 0.6518,                0.69402,                0.44583,                 1.2171,                0.96867,                  1.098,             0.00035706,             0.00035706,             0.00035706
                    186,                0.64669,                0.42794,                0.88294,                0.78232,                0.70112,                0.70762,                0.44909,                   1.21,                0.93468,                  1.074,             0.00035406,             0.00035406,             0.00035406
                    187,                0.62889,                0.41727,                0.87779,                0.78815,                0.67077,                0.72602,                0.46795,                 1.2048,                0.93417,                 1.0847,             0.00035106,             0.00035106,             0.00035106
                    188,                0.66201,                0.43321,                0.88674,                0.77935,                0.69207,                0.68521,                0.42826,                 1.2121,                0.95519,                 1.1098,             0.00034806,             0.00034806,             0.00034806
                    189,                0.64367,                0.43026,                0.87161,                0.76444,                0.69213,                0.71191,                0.44419,                 1.2038,                0.94552,                 1.0991,             0.00034506,             0.00034506,             0.00034506
                    190,                0.64959,                0.43574,                  0.877,                0.74796,                 0.7302,                0.72675,                0.44736,                 1.1867,                0.90843,                 1.0931,             0.00034206,             0.00034206,             0.00034206
                    191,                0.63123,                 0.4181,                0.87272,                 0.7635,                0.70874,                0.71744,                0.45137,                 1.1921,                0.95086,                 1.0731,             0.00033906,             0.00033906,             0.00033906
                    192,                0.62566,                0.41402,                0.87741,                0.77029,                0.74257,                0.72444,                0.45177,                 1.1518,                0.90632,                 1.0364,             0.00033606,             0.00033606,             0.00033606
                    193,                0.64625,                0.42861,                0.87251,                0.70005,                0.70957,                0.70993,                0.45683,                  1.155,                0.92089,                 1.0512,             0.00033306,             0.00033306,             0.00033306
                    194,                0.65551,                0.42987,                0.88085,                0.70367,                0.71376,                0.70664,                0.46469,                 1.1624,                0.88715,                 1.0665,             0.00033006,             0.00033006,             0.00033006
                    195,                0.65289,                0.42782,                0.88253,                  0.752,                0.71053,                0.73171,                0.47374,                 1.1855,                0.86004,                 1.0909,             0.00032706,             0.00032706,             0.00032706
                    196,                0.63767,                0.42008,                0.87818,                0.71544,                0.68939,                0.70568,                0.44939,                 1.1825,                0.90381,                 1.0712,             0.00032406,             0.00032406,             0.00032406
                    197,                0.62929,                0.40531,                0.87519,                0.79711,                0.62323,                0.70408,                0.45179,                 1.1789,                0.89326,                 1.0756,             0.00032106,             0.00032106,             0.00032106
                    198,                0.63732,                0.41776,                0.87117,                0.78508,                0.69625,                0.70526,                0.45378,                 1.1857,                0.87221,                 1.0915,             0.00031806,             0.00031806,             0.00031806
                    199,                0.62762,                0.41038,                0.87229,                0.78428,                0.69536,                0.72149,                0.46421,                 1.2094,                0.94655,                 1.0978,             0.00031506,             0.00031506,             0.00031506
                    200,                0.65022,                0.42104,                0.87945,                0.71751,                0.65492,                0.68654,                0.45013,                 1.1718,                0.93903,                 1.0474,             0.00031206,             0.00031206,             0.00031206
                    201,                0.63388,                0.41904,                0.87884,                0.72692,                0.69647,                 0.7096,                 0.4477,                 1.2066,                0.94313,                 1.0456,             0.00030906,             0.00030906,             0.00030906
                    202,                0.61964,                0.41015,                 0.8703,                0.79618,                0.69724,                0.73969,                0.46278,                 1.1942,                 0.8793,                 1.0786,             0.00030606,             0.00030606,             0.00030606
                    203,                0.62132,                0.39487,                0.87829,                0.73977,                0.66264,                0.71588,                0.44575,                 1.1739,                0.94125,                 1.0503,             0.00030306,             0.00030306,             0.00030306
                    204,                0.62919,                0.41539,                0.87897,                0.75486,                0.70854,                0.72624,                0.44727,                 1.1877,                0.91995,                 1.0857,             0.00030006,             0.00030006,             0.00030006
                    205,                0.62841,                0.40476,                 0.8687,                0.70484,                 0.7694,                0.72593,                0.45721,                 1.1771,                0.92695,                 1.0745,             0.00029706,             0.00029706,             0.00029706
                    206,                0.61443,                0.39085,                 0.8637,                0.76572,                0.73325,                0.73833,                0.46402,                 1.2082,                0.93892,                 1.0984,             0.00029406,             0.00029406,             0.00029406
                    207,                  0.626,                0.40541,                0.86641,                0.67279,                0.71206,                0.68972,                0.43268,                 1.2267,                0.97645,                 1.1104,             0.00029106,             0.00029106,             0.00029106
                    208,                0.59205,                0.39703,                0.87201,                0.67598,                0.72412,                  0.695,                0.43996,                 1.1912,                0.95351,                 1.0925,             0.00028806,             0.00028806,             0.00028806
                    209,                0.61299,                 0.4045,                0.87009,                0.77942,                0.67287,                0.74332,                0.44996,                 1.1555,                0.91883,                  1.043,             0.00028506,             0.00028506,             0.00028506
                    210,                0.61785,                0.41508,                0.87464,                0.67782,                0.70211,                0.70615,                0.44842,                 1.1706,                0.91438,                  1.062,             0.00028206,             0.00028206,             0.00028206
                    211,                0.61107,                 0.3986,                0.86418,                0.63838,                0.71822,                0.67517,                0.42533,                 1.1734,                0.95085,                  1.069,             0.00027906,             0.00027906,             0.00027906
                    212,                0.62672,                 0.4101,                0.86947,                0.74569,                0.71963,                0.71586,                0.45712,                 1.2113,                0.91791,                 1.0963,             0.00027606,             0.00027606,             0.00027606
                    213,                0.57698,                0.38202,                0.87251,                 0.8202,                0.65342,                0.72331,                 0.4765,                 1.2179,                 0.9009,                 1.1107,             0.00027306,             0.00027306,             0.00027306
                    214,                0.59994,                 0.3915,                0.86549,                0.79668,                0.70087,                0.73136,                0.48333,                 1.1771,                0.88974,                 1.0825,             0.00027006,             0.00027006,             0.00027006
                    215,                0.58853,                0.39211,                0.86549,                0.77479,                0.70236,                0.71045,                0.46363,                 1.1962,                0.86281,                 1.1048,             0.00026706,             0.00026706,             0.00026706
                    216,                0.59611,                0.39166,                 0.8728,                0.75944,                0.71107,                0.70597,                0.45708,                 1.1835,                0.88368,                 1.0983,             0.00026406,             0.00026406,             0.00026406
                    217,                0.61582,                0.39958,                0.87445,                 0.7103,                0.66819,                0.71039,                0.46975,                 1.1646,                0.94702,                  1.059,             0.00026106,             0.00026106,             0.00026106
                    218,                0.61811,                0.40004,                0.87745,                0.72667,                0.67946,                0.72015,                0.46525,                 1.1663,                0.93021,                 1.0542,             0.00025807,             0.00025807,             0.00025807
                    219,                0.60054,                0.38874,                0.87046,                0.72294,                0.64298,                0.69645,                 0.4495,                 1.1703,                0.93303,                 1.0507,             0.00025507,             0.00025507,             0.00025507
                    220,                0.59166,                0.38823,                0.86194,                0.75375,                0.72352,                0.72129,                0.46366,                 1.1961,                0.89822,                 1.0865,             0.00025207,             0.00025207,             0.00025207
                    221,                0.61322,                0.38747,                0.86932,                0.71767,                0.74696,                0.70647,                0.44598,                 1.1666,                0.93469,                 1.0681,             0.00024907,             0.00024907,             0.00024907
                    222,                0.58665,                0.38243,                0.87134,                0.73048,                0.71018,                 0.7087,                 0.4597,                  1.206,                0.93423,                 1.1009,             0.00024607,             0.00024607,             0.00024607
                    223,                0.60016,                0.37987,                0.86595,                0.70198,                0.69778,                0.70865,                0.46042,                  1.183,                0.94378,                 1.0793,             0.00024307,             0.00024307,             0.00024307
                    224,                0.58226,                 0.3845,                0.86521,                0.71681,                0.73807,                0.73238,                0.47046,                  1.193,                0.93178,                 1.0879,             0.00024007,             0.00024007,             0.00024007
                    225,                0.58425,                0.37683,                0.86362,                0.78258,                0.71299,                0.70714,                0.46037,                 1.1961,                0.91937,                 1.1005,             0.00023707,             0.00023707,             0.00023707
                    226,                0.59831,                 0.3783,                0.86639,                0.79752,                0.70771,                0.70924,                0.45205,                  1.187,                0.93621,                 1.0696,             0.00023407,             0.00023407,             0.00023407
                    227,                0.58707,                0.38354,                0.86285,                0.72218,                0.75048,                0.72495,                0.46693,                 1.1771,                0.89554,                 1.0796,             0.00023107,             0.00023107,             0.00023107
                    228,                0.58251,                0.37902,                0.85735,                0.80023,                0.69403,                0.73675,                 0.4693,                 1.1863,                0.85998,                 1.0853,             0.00022807,             0.00022807,             0.00022807
                    229,                0.60516,                0.37916,                0.86637,                0.80702,                0.68392,                0.73126,                0.46584,                 1.1837,                 0.9108,                 1.0829,             0.00022507,             0.00022507,             0.00022507
                    230,                0.59928,                0.37988,                0.87107,                 0.7199,                0.69826,                0.71066,                0.47086,                 1.1703,                0.94113,                 1.0707,             0.00022207,             0.00022207,             0.00022207
                    231,                0.58621,                0.37406,                0.86079,                0.72664,                0.70116,                 0.7053,                0.45426,                 1.1758,                0.92169,                 1.0699,             0.00021907,             0.00021907,             0.00021907
                    232,                 0.5976,                0.38418,                0.86551,                 0.7362,                 0.6994,                 0.7081,                0.45206,                 1.1692,                0.90175,                 1.0636,             0.00021607,             0.00021607,             0.00021607
                    233,                0.59408,                0.37673,                0.86016,                0.79669,                0.70568,                0.73508,                0.47523,                 1.1817,                0.90721,                 1.0579,             0.00021307,             0.00021307,             0.00021307
                    234,                 0.5944,                0.38399,                0.86366,                 0.7523,                0.67482,                0.71037,                0.46205,                  1.181,                0.94871,                 1.0603,             0.00021007,             0.00021007,             0.00021007
                    235,                 0.5905,                0.39114,                0.86299,                0.78332,                0.69848,                 0.7165,                0.46407,                 1.1717,                0.96779,                 1.0585,             0.00020707,             0.00020707,             0.00020707
                    236,                0.58132,                0.37945,                0.85946,                0.77052,                0.69807,                0.71443,                0.46183,                 1.1718,                0.91199,                 1.0784,             0.00020407,             0.00020407,             0.00020407
                    237,                0.57234,                0.36671,                0.85964,                0.81463,                 0.6788,                0.72469,                0.46543,                 1.1658,                0.89155,                 1.0789,             0.00020107,             0.00020107,             0.00020107
